TEAM_ID,TEAM_NAME,EFG_PCT,NET_RATING,TS_PCT_RANK,OFF_RATING,Restricted Area_FG_PCT,Mid-Range_FG_PCT,FG3_PCT
1610612737,Atlanta Hawks,0.506,4.9,14,111.0,0.624,0.4,
1610612738,Boston Celtics,0.522,3.7,6,106.9,0.634,0.416,
1610612766,Charlotte Bobcats,0.49,1.9,17,103.9,0.578,0.373,
1610612741,Chicago Bulls,0.477,-1.6,26,102.6,0.57,0.4,
1610612739,Cleveland Cavaliers,0.532,6.8,3,110.6,0.662,0.379,
1610612742,Dallas Mavericks,0.506,2.8,10,107.8,0.598,0.434,
1610612743,Denver Nuggets,0.509,4.4,7,110.8,0.617,0.402,
1610612765,Detroit Pistons,0.474,-5.9,29,104.5,0.582,0.405,
1610612744,Golden State Warriors,0.514,-3.3,8,107.0,0.625,0.413,
1610612745,Houston Rockets,0.494,0.0,18,106.8,0.567,0.386,
1610612754,Indiana Pacers,0.491,-3.0,20,103.0,0.586,0.394,
1610612746,Los Angeles Clippers,0.491,-6.8,23,102.3,0.599,0.384,
1610612747,Los Angeles Lakers,0.496,4.9,16,107.6,0.591,0.412,
1610612763,Memphis Grizzlies,0.494,-1.5,21,107.5,0.6,0.388,
1610612748,Miami Heat,0.496,2.4,19,105.7,0.637,0.395,
1610612749,Milwaukee Bucks,0.482,2.1,28,104.0,0.558,0.404,
1610612750,Minnesota Timberwolves,0.478,-9.8,27,100.6,0.597,0.38,
1610612751,New Jersey Nets,0.458,-9.6,30,99.3,0.563,0.365,
1610612740,New Orleans Hornets,0.506,-2.4,15,106.5,0.601,0.403,
1610612752,New York Knicks,0.509,-4.0,13,106.4,0.608,0.398,
1610612760,Oklahoma City Thunder,0.494,3.5,12,107.0,0.607,0.393,
1610612753,Orlando Magic,0.536,7.9,2,110.7,0.625,0.403,
1610612755,Philadelphia 76ers,0.496,-4.1,22,104.8,0.61,0.405,
1610612756,Phoenix Suns,0.546,4.8,1,113.9,0.635,0.409,
1610612757,Portland Trail Blazers,0.499,3.5,11,109.6,0.619,0.41,
1610612758,Sacramento Kings,0.491,-4.7,24,104.4,0.601,0.394,
1610612759,San Antonio Spurs,0.515,5.4,9,109.3,0.634,0.405,
1610612761,Toronto Raptors,0.521,-2.0,5,110.2,0.634,0.423,
1610612762,Utah Jazz,0.524,5.7,4,109.7,0.632,0.414,
1610612764,Washington Wizards,0.481,-5.3,25,103.1,0.593,0.407,
