TEAM_ID,TEAM_NAME,EFG_PCT,NET_RATING,TS_PCT_RANK,OFF_RATING,Restricted Area_FG_PCT,Mid-Range_FG_PCT,FG3_PCT
1610612737,Atlanta Hawks,0.543,1.6,6,115.4,0.641,0.441,0.353
1610612738,Boston Celtics,0.542,7.4,9,113.6,0.696,0.395,0.353
1610612751,Brooklyn Nets,0.54,0.9,11,113.2,0.632,0.472,0.349
1610612766,Charlotte Hornets,0.544,0.5,13,113.6,0.646,0.408,0.358
1610612741,Chicago Bulls,0.541,-0.5,8,112.7,0.652,0.436,0.366
1610612739,Cleveland Cavaliers,0.538,2.1,15,111.0,0.667,0.405,0.344
1610612742,Dallas Mavericks,0.538,3.5,14,112.5,0.694,0.413,0.366
1610612743,Denver Nuggets,0.556,2.3,1,113.8,0.692,0.424,0.323
1610612765,Detroit Pistons,0.494,-7.7,29,105.6,0.609,0.369,0.347
1610612744,Golden State Warriors,0.552,5.5,4,112.1,0.7,0.391,0.364
1610612745,Houston Rockets,0.534,-8.3,18,108.1,0.641,0.317,0.361
1610612754,Indiana Pacers,0.531,-3.6,20,111.9,0.647,0.399,0.374
1610612746,LA Clippers,0.531,0.0,19,109.5,0.649,0.381,0.33
1610612747,Los Angeles Lakers,0.537,-2.9,17,110.0,0.67,0.396,0.328
1610612763,Memphis Grizzlies,0.522,5.3,24,114.3,0.642,0.376,0.346
1610612748,Miami Heat,0.547,4.5,3,113.0,0.657,0.39,0.342
1610612749,Milwaukee Bucks,0.546,3.2,7,114.3,0.678,0.423,0.369
1610612750,Minnesota Timberwolves,0.539,2.7,12,113.8,0.647,0.379,0.333
1610612740,New Orleans Pelicans,0.517,-0.8,22,111.2,0.635,0.416,0.356
1610612752,New York Knicks,0.513,-0.4,25,109.7,0.62,0.355,0.349
1610612760,Oklahoma City Thunder,0.497,-8.0,30,103.8,0.604,0.39,0.353
1610612753,Orlando Magic,0.503,-8.1,28,103.9,0.634,0.351,0.376
1610612755,Philadelphia 76ers,0.534,2.8,10,113.0,0.663,0.416,0.36
1610612756,Phoenix Suns,0.549,7.5,5,114.2,0.685,0.446,0.343
1610612757,Portland Trail Blazers,0.515,-9.1,26,107.3,0.603,0.403,0.366
1610612758,Sacramento Kings,0.525,-5.2,21,109.6,0.657,0.422,0.35
1610612759,San Antonio Spurs,0.527,0.2,23,111.9,0.644,0.411,0.356
1610612761,Toronto Raptors,0.51,2.2,27,112.1,0.63,0.383,0.379
1610612762,Utah Jazz,0.555,6.2,2,116.2,0.693,0.402,0.355
1610612764,Washington Wizards,0.532,-3.4,16,110.2,0.7,0.431,0.364
