TEAM_ID,TEAM_NAME,EFG_PCT,NET_RATING,TS_PCT_RANK,OFF_RATING,Restricted Area_FG_PCT,Mid-Range_FG_PCT,FG3_PCT
1610612737,Atlanta Hawks,0.517,0.3,9,103.7,0.654,0.39,
1610612738,Boston Celtics,0.503,-0.5,12,102.2,0.597,0.438,
1610612751,Brooklyn Nets,0.498,2.0,13,106.9,0.588,0.396,
1610612766,Charlotte Bobcats,0.46,-9.9,30,100.4,0.553,0.38,
1610612741,Chicago Bulls,0.47,0.5,26,102.4,0.593,0.367,
1610612739,Cleveland Cavaliers,0.473,-5.0,24,103.2,0.56,0.402,
1610612742,Dallas Mavericks,0.506,-0.6,11,104.7,0.609,0.422,
1610612743,Denver Nuggets,0.515,5.1,7,109.3,0.631,0.351,
1610612765,Detroit Pistons,0.487,-4.5,19,102.7,0.586,0.356,
1610612744,Golden State Warriors,0.506,0.9,10,105.1,0.606,0.411,
1610612745,Houston Rockets,0.525,3.5,4,108.8,0.615,0.366,
1610612754,Indiana Pacers,0.479,4.4,20,103.4,0.59,0.374,
1610612746,Los Angeles Clippers,0.526,6.9,5,109.8,0.658,0.399,
1610612747,Los Angeles Lakers,0.512,1.1,8,107.0,0.625,0.404,
1610612763,Memphis Grizzlies,0.472,4.5,23,103.6,0.561,0.398,
1610612748,Miami Heat,0.552,8.2,1,111.4,0.682,0.42,
1610612749,Milwaukee Bucks,0.476,-1.7,28,102.5,0.566,0.377,
1610612750,Minnesota Timberwolves,0.473,-2.2,21,101.8,0.591,0.398,
1610612740,New Orleans Hornets,0.489,-4.4,18,104.5,0.577,0.394,
1610612752,New York Knicks,0.515,4.5,6,109.8,0.589,0.408,
1610612760,Oklahoma City Thunder,0.527,9.9,2,111.0,0.65,0.417,
1610612753,Orlando Magic,0.485,-7.4,22,100.9,0.604,0.381,
1610612755,Philadelphia 76ers,0.481,-3.7,29,101.0,0.586,0.394,
1610612756,Phoenix Suns,0.477,-6.7,27,100.2,0.617,0.394,
1610612757,Portland Trail Blazers,0.498,-3.4,14,104.5,0.598,0.404,
1610612758,Sacramento Kings,0.491,-4.7,17,105.3,0.595,0.356,
1610612759,San Antonio Spurs,0.531,6.7,3,107.0,0.634,0.423,
1610612761,Toronto Raptors,0.488,-1.4,16,105.0,0.623,0.382,
1610612762,Utah Jazz,0.492,-0.2,15,105.4,0.623,0.372,
1610612764,Washington Wizards,0.475,-2.3,25,99.3,0.589,0.376,
