TEAM_ID,TEAM_NAME,EFG_PCT,NET_RATING,TS_PCT_RANK,OFF_RATING,Restricted Area_FG_PCT,Mid-Range_FG_PCT,FG3_PCT
1610612737,Atlanta Hawks,0.504,-0.7,20,104.5,0.599,0.412,0.331
1610612738,Boston Celtics,0.525,2.6,6,110.6,0.61,0.404,0.349
1610612751,Brooklyn Nets,0.507,-6.5,16,103.6,0.591,0.375,0.386
1610612766,Charlotte Hornets,0.501,0.0,17,108.4,0.598,0.393,0.352
1610612741,Chicago Bulls,0.487,0.3,28,106.5,0.59,0.385,0.344
1610612739,Cleveland Cavaliers,0.547,3.1,3,112.8,0.647,0.422,0.375
1610612742,Dallas Mavericks,0.505,-3.0,19,104.7,0.618,0.402,0.36
1610612743,Denver Nuggets,0.53,0.4,5,112.2,0.606,0.384,0.349
1610612765,Detroit Pistons,0.492,-1.4,30,105.3,0.615,0.428,0.329
1610612744,Golden State Warriors,0.563,11.4,1,114.8,0.67,0.442,0.33
1610612745,Houston Rockets,0.545,5.7,2,114.1,0.646,0.361,0.367
1610612754,Indiana Pacers,0.516,-0.2,13,107.9,0.609,0.413,0.331
1610612746,LA Clippers,0.537,4.4,4,111.8,0.641,0.438,0.367
1610612747,Los Angeles Lakers,0.501,-6.7,25,105.3,0.605,0.382,0.379
1610612763,Memphis Grizzlies,0.491,0.5,26,107.0,0.564,0.388,0.386
1610612748,Miami Heat,0.512,1.0,18,107.4,0.61,0.38,0.376
1610612749,Milwaukee Bucks,0.527,-0.2,7,108.5,0.624,0.388,0.363
1610612750,Minnesota Timberwolves,0.511,-0.9,15,110.0,0.625,0.4,0.354
1610612740,New Orleans Pelicans,0.504,-2.1,23,104.7,0.605,0.391,0.343
1610612752,New York Knicks,0.496,-3.6,27,107.1,0.572,0.425,0.35
1610612760,Oklahoma City Thunder,0.5,0.8,21,107.9,0.601,0.365,0.345
1610612753,Orlando Magic,0.489,-6.5,29,103.7,0.603,0.401,0.393
1610612755,Philadelphia 76ers,0.501,-5.5,22,102.7,0.609,0.357,0.342
1610612756,Phoenix Suns,0.493,-5.2,24,106.1,0.607,0.381,0.357
1610612757,Portland Trail Blazers,0.52,-0.6,12,109.4,0.577,0.427,0.378
1610612758,Sacramento Kings,0.516,-4.2,14,106.6,0.614,0.398,0.365
1610612759,San Antonio Spurs,0.524,7.4,9,110.3,0.625,0.418,0.357
1610612761,Toronto Raptors,0.517,4.3,11,111.4,0.614,0.415,0.373
1610612762,Utah Jazz,0.526,4.3,10,109.0,0.625,0.383,0.379
1610612764,Washington Wizards,0.528,1.7,8,110.4,0.615,0.433,0.374
