TEAM_ID,TEAM_NAME,EFG_PCT,NET_RATING,TS_PCT_RANK,OFF_RATING,Restricted Area_FG_PCT,Mid-Range_FG_PCT,FG3_PCT
1610612737,Atlanta Hawks,0.527,5.9,3,108.2,0.607,0.421,0.401
1610612738,Boston Celtics,0.489,0.3,23,103.8,0.598,0.411,0.329
1610612751,Brooklyn Nets,0.491,-3.0,20,103.4,0.59,0.4,0.365
1610612766,Charlotte Hornets,0.456,-3.4,29,99.6,0.552,0.392,0.341
1610612741,Chicago Bulls,0.489,3.0,14,106.3,0.561,0.395,0.353
1610612739,Cleveland Cavaliers,0.52,4.8,4,110.1,0.62,0.416,0.343
1610612742,Dallas Mavericks,0.515,3.2,7,108.2,0.629,0.419,0.329
1610612743,Denver Nuggets,0.479,-3.3,24,103.9,0.591,0.375,0.347
1610612765,Detroit Pistons,0.482,-1.1,26,104.3,0.57,0.381,0.347
1610612744,Golden State Warriors,0.54,9.9,1,110.4,0.648,0.408,0.377
1610612745,Houston Rockets,0.512,3.4,8,106.0,0.604,0.332,0.321
1610612754,Indiana Pacers,0.484,0.2,22,102.9,0.577,0.401,0.37
1610612746,Los Angeles Clippers,0.533,6.9,2,111.6,0.651,0.434,0.362
1610612747,Los Angeles Lakers,0.473,-7.1,27,102.3,0.609,0.368,0.333
1610612763,Memphis Grizzlies,0.489,3.5,18,104.8,0.609,0.397,0.354
1610612748,Miami Heat,0.5,-3.0,11,103.2,0.617,0.397,0.355
1610612749,Milwaukee Bucks,0.499,0.6,15,102.0,0.587,0.407,0.348
1610612750,Minnesota Timberwolves,0.468,-9.1,25,101.8,0.598,0.374,0.36
1610612740,New Orleans Pelicans,0.501,0.8,12,107.1,0.567,0.402,0.342
1610612752,New York Knicks,0.47,-10.1,28,98.9,0.561,0.399,0.322
1610612760,Oklahoma City Thunder,0.492,2.1,17,106.7,0.59,0.393,0.374
1610612753,Orlando Magic,0.494,-5.9,21,101.0,0.591,0.404,0.348
1610612755,Philadelphia 76ers,0.459,-9.0,30,94.9,0.562,0.327,0.37
1610612756,Phoenix Suns,0.501,-1.1,13,104.2,0.62,0.397,0.351
1610612757,Portland Trail Blazers,0.508,4.3,9,107.1,0.624,0.399,0.333
1610612758,Sacramento Kings,0.49,-3.7,10,104.5,0.604,0.402,0.384
1610612759,San Antonio Spurs,0.517,6.3,5,107.6,0.619,0.406,0.365
1610612761,Toronto Raptors,0.508,3.1,6,110.2,0.62,0.39,0.342
1610612762,Utah Jazz,0.494,0.1,19,104.2,0.631,0.374,0.345
1610612764,Washington Wizards,0.499,0.6,16,103.0,0.637,0.397,0.338
